0, 0, 814, a,;
0, 1, 553, d,;
0, 2, 516, s,;
0, 3, 467, k,;
0, 4, 510, l,;
0, 5, 384, j,;
0, 6, 366, s,;
0, 7, 363, d,;
0, 8, 315, a,;
0, 9, 47, l,;
0, 10, 193, k,;
0, 11, 246, d,;
0, 12, 103, k,;
0, 13, 46, j,;
0, 13, 66, a,;
0, 13, 974, k,;
0, 14, 894, l,;
0, 15, 847, l,;
0, 15, 855, d,;
0, 16, 837, j,;
0, 17, 688, k,;
0, 18, 630, l,;
0, 19, 538, s,;
0, 20, 492, a,;
0, 21, 497, d,;
0, 22, 427, j,;
0, 23, 315, k,;
0, 24, 260, d,;
0, 24, 273, j,;
0, 25, 209, k,;
0, 26, 154, l,;
0, 27, 92, l,;
0, 27, 92, k,;
0, 28, 137, j,;
0, 28, 962, a,;
0, 29, 812, s,;
0, 30, 750, d,;
0, 31, 730, s,;
0, 32, 555, j,;
0, 33, 530, k,;
0, 34, 468, a,;
0, 35, 522, s,;
0, 36, 365, d,;
0, 37, 347, a,;
0, 38, 303, l,;
0, 39, 251, k,;
0, 40, 112, d,;
0, 41, 54, s,;
0, 41, 998, j,;
0, 42, 967, a,;
0, 43, 933, s,;
0, 44, 828, d,;
0, 45, 815, a,;
0, 46, 816, k,;
0, 47, 647, l,;
0, 48, 648, j,;
0, 49, 584, k,;
0, 50, 509, l,;
0, 51, 444, l,;
0, 52, 441, k,;
0, 53, 367, d,;
0, 54, 284, s,;
0, 55, 273, a,;
0, 56, 150, a,;
0, 57, 88, d,;
0, 58, 73, j,;
0, 58, 959, k,;
1, 0, 28, l,;
1, 0, 868, s,;
1, 2, 175, a,;
1, 3, 224, d,;
1, 4, 168, j,;
1, 5, 571, k,;
1, 6, 439, a,;
1, 7, 467, s,;
1, 8, 400, l,;
1, 9, 313, d,;
1, 10, 218, l,;
1, 11, 176, l,;
1, 12, 123, k,;
1, 12, 984, a,;
1, 13, 947, s,;
1, 14, 863, k,;
1, 15, 815, d,;
1, 16, 803, j,;
1, 17, 759, j,;
1, 18, 609, a,;
1, 19, 532, l,;
1, 20, 478, k,;
1, 21, 493, j,;
1, 22, 394, s,;
1, 23, 320, d,;
1, 24, 231, a,;
1, 25, 161, l,;
1, 26, 120, k,;
1, 27, 28, l,;
1, 27, 993, d,;
1, 28, 910, j,;
1, 29, 862, s,;
1, 30, 829, k,;
1, 31, 756, a,;
1, 32, 717, l,;
1, 33, 597, s,;
1, 34, 556, d,;
1, 35, 507, j,;
1, 36, 422, k,;
1, 37, 361, l,;
1, 38, 279, a,;
1, 39, 247, l,;
1, 40, 244, j,;
1, 40, 249, l,;
1, 41, 147, s,;
1, 42, 123, a,;
1, 42, 124, d,;
1, 43, 75, k,;
1, 43, 950, d,;
1, 43, 952, s,;
1, 44, 917, a,;
1, 45, 809, j,;
1, 46, 731, j,;
1, 46, 732, l,;
1, 47, 574, k,;
1, 48, 613, k,;
1, 49, 518, l,;
1, 50, 531, d,;
1, 50, 534, a,;
1, 51, 308, j,;
1, 52, 400, s,;
1, 53, 291, l,;
1, 53, 298, j,;
1, 54, 272, k,;
1, 55, 87, j,;
1, 56, 162, k,;
1, 57, 40, d,;
1, 58, 57, s,;
1, 58, 937, s,;
1, 59, 863, a,;
2, 0, 824, l,;
2, 1, 757, a,;
2, 1, 760, d,;
2, 2, 731, l,;
2, 2, 740, j,;
2, 3, 649, d,;
2, 3, 651, s,;
2, 4, 678, j,;
2, 4, 696, k,;
2, 5, 583, a,;
2, 5, 590, d,;
2, 6, 517, j,;
2, 6, 521, l,;
2, 7, 487, l,;
2, 7, 509, k,;
2, 8, 420, s,;
2, 8, 421, a,;
2, 9, 315, d,;
2, 9, 321, s,;
2, 10, 301, j,;
2, 10, 305, l,;
2, 11, 175, j,;
2, 11, 190, k,;
2, 12, 148, d,;
2, 12, 169, j,;
2, 13, 141, s,;
2, 13, 152, k,;
2, 14, 13, l,;
2, 14, 14, j,;
2, 14, 925, d,;
2, 14, 931, a,;
2, 15, 888, d,;
2, 15, 891, s,;
2, 16, 827, j,;
2, 16, 840, l,;
2, 17, 768, j,;
2, 17, 770, l,;
2, 18, 695, d,;
2, 18, 703, s,;
2, 19, 690, a,;
2, 19, 697, s,;
2, 21, 6, d,;
2, 21, 21, s,;
2, 22, 371, j,;
2, 22, 394, k,;
2, 23, 362, d,;
2, 23, 363, s,;
2, 24, 705, d,;
2, 24, 710, a,;
2, 26, 110, j,;
2, 26, 111, l,;
2, 27, 107, s,;
2, 27, 117, d,;
2, 28, 94, k,;
2, 28, 953, d,;
2, 29, 919, a,;
2, 30, 815, s,;
2, 31, 819, d,;
2, 31, 829, a,;
2, 32, 808, l,;
2, 32, 810, j,;
2, 33, 667, d,;
2, 33, 676, s,;
2, 34, 626, a,;
2, 34, 631, j,;
2, 35, 602, s,;
2, 35, 612, k,;
2, 36, 497, l,;
2, 36, 524, d,;
2, 37, 420, d,;
2, 37, 421, l,;
2, 38, 363, l,;
2, 38, 373, d,;
2, 39, 274, l,;
2, 39, 289, d,;
2, 39, 317, k,;
2, 40, 233, s,;
2, 40, 235, k,;
2, 41, 164, a,;
2, 41, 178, j,;
2, 42, 90, s,;
2, 43, 43, d,;
2, 43, 52, a,;
2, 43, 958, s,;
2, 44, 904, a,;
2, 44, 916, j,;
2, 45, 843, k,;
2, 45, 853, s,;
2, 46, 738, j,;
2, 47, 614, k,;
2, 48, 658, l,;
2, 49, 547, d,;
2, 50, 502, s,;
2, 51, 430, a,;
2, 52, 620, a,;
2, 53, 270, s,;
2, 54, 748, d,;
2, 56, 54, a,;
2, 57, 39, s,;
2, 58, 478, j,;
3, 0, 225, k,;
3, 1, 635, l,;
3, 3, 215, a,;
