0, 0, 437, k,;
0, 1, 8, j,;
0, 1, 563, l,;
0, 2, 93, j,;
0, 2, 665, k,;
0, 3, 273, l,;
0, 3, 946, a,;
0, 4, 507, s,;
0, 5, 147, d,;
0, 5, 510, s,;
0, 5, 776, d,;
0, 6, 84, s,;
0, 6, 378, k,;
0, 6, 642, l,;
0, 6, 869, k,;
0, 7, 224, j,;
0, 7, 588, a,;
0, 7, 902, s,;
0, 8, 167, d,;
0, 8, 447, l,;
0, 8, 785, k,;
0, 9, 106, j,;
0, 9, 308, a,;
0, 9, 661, j,;
0, 9, 988, s,;
0, 10, 235, a,;
0, 10, 525, j,;
0, 10, 807, k,;
0, 11, 71, l,;
0, 11, 361, k,;
0, 11, 605, k,;
0, 11, 851, l,;
0, 12, 140, k,;
0, 12, 399, j,;
0, 12, 673, k,;
0, 12, 964, l,;
0, 13, 304, l,;
0, 13, 598, k,;
0, 13, 887, j,;
0, 14, 181, k,;
0, 14, 478, a,;
0, 14, 777, a,;
0, 15, 72, s,;
0, 15, 375, d,;
0, 15, 650, d,;
0, 15, 906, s,;
0, 16, 141, d,;
0, 16, 422, s,;
0, 16, 677, a,;
0, 16, 987, s,;
0, 17, 270, s,;
0, 17, 522, a,;
0, 17, 832, s,;
0, 18, 95, d,;
0, 18, 365, j,;
0, 18, 634, k,;
0, 18, 866, l,;
0, 19, 86, k,;
0, 19, 369, j,;
0, 19, 627, k,;
0, 19, 870, a,;
0, 19, 893, j,;
0, 20, 481, s,;
0, 20, 482, k,;
0, 21, 46, l,;
0, 21, 47, d,;
0, 21, 653, a,;
0, 21, 672, j,;
0, 22, 175, j,;
0, 22, 181, a,;
0, 22, 735, a,;
0, 23, 19, a,;
0, 23, 363, s,;
0, 23, 635, d,;
0, 23, 900, s,;
0, 24, 163, a,;
0, 24, 442, l,;
0, 24, 723, k,;
0, 24, 983, k,;
0, 25, 247, j,;
0, 25, 517, k,;
0, 25, 763, l,;
0, 25, 990, d,;
0, 26, 220, s,;
0, 26, 511, k,;
0, 26, 774, l,;
0, 27, 105, l,;
0, 27, 105, d,;
0, 27, 741, s,;
0, 27, 787, k,;
0, 28, 301, a,;
0, 28, 311, j,;
0, 28, 982, k,;
0, 28, 984, s,;
0, 29, 637, a,;
0, 29, 641, j,;
0, 30, 254, a,;
0, 30, 261, j,;
0, 30, 821, s,;
0, 30, 840, k,;
0, 31, 428, a,;
0, 31, 432, j,;
0, 31, 899, a,;
0, 31, 936, j,;
0, 32, 525, a,;
0, 32, 547, j,;
0, 33, 161, s,;
0, 33, 171, k,;
0, 33, 870, d,;
0, 33, 870, l,;
0, 34, 511, k,;
0, 34, 788, j,;
0, 35, 78, k,;
0, 35, 369, l,;
0, 35, 637, k,;
0, 35, 915, k,;
0, 36, 198, l,;
0, 36, 514, l,;
0, 36, 752, l,;
0, 37, 53, a,;
0, 37, 481, s,;
0, 37, 726, a,;
0, 37, 962, s,;
0, 38, 194, d,;
0, 38, 774, a,;
0, 39, 434, j,;
0, 39, 446, a,;
0, 40, 46, s,;
0, 40, 50, k,;
0, 40, 637, l,;
0, 40, 646, d,;
0, 41, 152, j,;
0, 41, 376, k,;
0, 41, 640, l,;
0, 42, 134, l,;
0, 42, 518, k,;
0, 42, 757, j,;
0, 42, 936, k,;
0, 43, 165, l,;
0, 43, 414, l,;
0, 43, 708, l,;
0, 44, 3, k,;
0, 44, 300, k,;
0, 44, 556, k,;
0, 44, 841, j,;
0, 45, 150, j,;
0, 45, 473, j,;
0, 45, 727, a,;
0, 46, 33, a,;
0, 46, 282, a,;
0, 46, 581, s,;
0, 46, 800, s,;
0, 47, 76, s,;
0, 47, 397, d,;
0, 47, 634, d,;
0, 47, 965, d,;
0, 48, 598, j,;
0, 48, 614, a,;
0, 49, 213, s,;
0, 49, 234, k,;
0, 49, 820, j,;
0, 50, 120, k,;
0, 50, 823, j,;
0, 51, 90, l,;
0, 51, 680, a,;
0, 51, 947, s,;
0, 52, 632, a,;
0, 52, 921, d,;
0, 53, 146, s,;
0, 53, 430, d,;
0, 53, 601, k,;
0, 53, 744, a,;
0, 53, 882, j,;
0, 54, 170, s,;
0, 54, 740, d,;
0, 55, 361, j,;
0, 55, 628, k,;
0, 55, 889, l,;
0, 56, 161, j,;
0, 56, 396, k,;
0, 56, 642, l,;
0, 56, 642, a,;
0, 57, 200, s,;
0, 57, 218, l,;
0, 57, 789, k,;
0, 57, 790, s,;
0, 58, 336, d,;
0, 58, 341, j,;
0, 59, 27, a,;
0, 59, 36, l,;
0, 59, 600, s,;
0, 59, 631, k,;
1, 0, 235, d,;
1, 0, 243, j,;
1, 0, 828, d,;
1, 0, 853, j,;
1, 1, 442, s,;
1, 1, 455, k,;
1, 1, 987, a,;
1, 2, 2, l,;
