0, 1, 624, d,;
0, 1, 634, j,;
0, 2, 791, s,;
0, 2, 802, k,;
0, 4, 177, a,;
0, 4, 481, l,;
0, 4, 762, s,;
0, 5, 90, k,;
0, 6, 802, a,;
0, 6, 802, l,;
0, 8, 61, j,;
0, 8, 66, d,;
0, 9, 454, s,;
0, 9, 463, k,;
0, 9, 727, a,;
0, 9, 737, l,;
0, 9, 978, s,;
0, 10, 5, k,;
0, 10, 290, j,;
0, 10, 297, d,;
0, 11, 296, l,;
0, 11, 299, a,;
0, 12, 72, l,;
0, 12, 166, a,;
0, 12, 330, k,;
0, 12, 443, s,;
0, 12, 556, j,;
0, 12, 686, d,;
0, 12, 791, k,;
0, 12, 904, s,;
0, 13, 97, j,;
0, 13, 292, a,;
0, 13, 313, k,;
0, 13, 499, k,;
0, 13, 824, j,;
0, 14, 158, s,;
0, 14, 293, l,;
0, 14, 605, d,;
0, 15, 103, j,;
0, 15, 221, s,;
0, 15, 337, k,;
0, 15, 449, d,;
0, 15, 566, l,;
0, 15, 691, a,;
0, 15, 842, k,;
0, 16, 26, s,;
0, 16, 139, j,;
0, 16, 310, d,;
0, 16, 476, k,;
0, 17, 147, l,;
0, 17, 667, s,;
0, 17, 828, k,;
0, 17, 935, s,;
0, 18, 73, k,;
0, 18, 305, s,;
0, 18, 557, l,;
0, 18, 744, a,;
0, 19, 30, l,;
0, 19, 416, s,;
0, 19, 553, k,;
0, 19, 829, a,;
0, 20, 341, l,;
0, 20, 473, s,;
0, 20, 602, k,;
0, 20, 731, d,;
0, 20, 863, j,;
0, 20, 999, d,;
0, 21, 117, j,;
0, 21, 233, d,;
0, 21, 382, k,;
0, 21, 499, s,;
0, 21, 658, l,;
0, 21, 953, a,;
0, 22, 391, a,;
0, 22, 418, l,;
0, 23, 686, k,;
0, 23, 688, s,;
0, 24, 982, d,;
0, 25, 2, j,;
0, 25, 242, s,;
0, 25, 273, k,;
0, 25, 528, l,;
0, 25, 543, a,;
0, 25, 813, s,;
0, 25, 863, k,;
0, 26, 917, j,;
0, 26, 917, d,;
0, 27, 727, s,;
0, 27, 740, k,;
0, 28, 903, l,;
0, 28, 907, a,;
0, 30, 212, a,;
0, 30, 218, j,;
0, 30, 484, s,;
0, 30, 498, k,;
0, 30, 778, l,;
0, 30, 796, d,;
0, 31, 64, s,;
0, 31, 110, k,;
0, 31, 359, j,;
0, 31, 371, a,;
0, 31, 992, a,;
0, 32, 14, l,;
0, 32, 854, d,;
0, 32, 879, l,;
0, 33, 458, s,;
0, 33, 471, k,;
0, 33, 616, j,;
0, 33, 685, d,;
0, 33, 807, k,;
0, 34, 176, d,;
0, 34, 184, j,;
0, 34, 349, k,;
0, 34, 379, s,;
0, 34, 669, a,;
0, 34, 670, l,;
0, 35, 473, l,;
0, 35, 495, d,;
0, 36, 37, s,;
0, 36, 591, k,;
0, 36, 706, d,;
0, 36, 843, l,;
0, 37, 12, d,;
0, 37, 328, k,;
0, 38, 97, d,;
0, 38, 115, l,;
0, 38, 764, s,;
0, 38, 789, k,;
0, 39, 351, a,;
0, 39, 386, j,;
0, 39, 917, s,;
0, 39, 938, k,;
0, 40, 709, a,;
0, 41, 210, j,;
0, 41, 314, s,;
0, 41, 461, j,;
0, 41, 574, s,;
0, 41, 725, k,;
0, 41, 796, d,;
0, 41, 944, l,;
0, 42, 44, a,;
0, 42, 428, l,;
0, 42, 720, l,;
0, 43, 44, l,;
0, 43, 321, k,;
0, 43, 642, j,;
0, 43, 951, k,;
0, 44, 229, l,;
0, 44, 560, k,;
0, 44, 855, j,;
0, 45, 196, k,;
0, 46, 183, d,;
0, 46, 456, s,;
0, 46, 792, a,;
0, 47, 92, s,;
0, 47, 435, a,;
0, 47, 769, s,;
0, 48, 779, d,;
0, 49, 45, a,;
0, 49, 347, d,;
0, 49, 687, l,;
0, 50, 29, j,;
0, 50, 369, l,;
0, 51, 23, a,;
0, 51, 54, j,;
0, 51, 325, s,;
0, 51, 329, k,;
0, 51, 613, l,;
0, 51, 655, d,;
0, 51, 933, a,;
0, 52, 13, k,;
0, 52, 305, s,;
0, 52, 338, j,;
0, 52, 916, a,;
0, 52, 946, l,;
0, 53, 379, s,;
0, 53, 401, k,;
0, 54, 100, a,;
0, 54, 390, s,;
0, 54, 688, d,;
0, 55, 42, j,;
0, 55, 359, k,;
0, 55, 662, l,;
0, 56, 654, l,;
0, 56, 961, k,;
0, 57, 225, l,;
0, 57, 604, d,;
0, 57, 618, l,;
0, 57, 884, k,;
0, 57, 890, s,;
0, 58, 159, a,;
0, 58, 174, j,;
0, 59, 402, a,;
0, 59, 638, s,;
0, 59, 894, l,;
1, 0, 221, j,;
1, 0, 497, k,;
1, 0, 802, j,;
1, 1, 530, l,;
1, 1, 789, a,;
1, 2, 137, s,;
1, 2, 468, k,;
1, 2, 777, d,;
1, 3, 352, j,;
1, 3, 889, k,;
1, 4, 254, l,;
1, 4, 262, a,;
1, 4, 774, s,;
1, 4, 958, s,;
1, 5, 101, d,;
1, 5, 315, s,;
1, 5, 536, d,;
1, 5, 693, s,;
1, 6, 11, a,;
1, 6, 364, s,;
1, 6, 476, d,;
1, 6, 741, a,;
1, 7, 269, j,;
1, 7, 422, k,;
1, 7, 588, l,;
1, 7, 745, k,;
1, 7, 948, k,;
1, 7, 971, j,;
1, 8, 156, k,;
1, 8, 272, l,;
1, 8, 601, l,;
1, 9, 395, k,;
1, 9, 982, j,;
1, 10, 665, l,;
1, 11, 257, j,;
1, 11, 946, a,;
1, 12, 601, s,;
1, 12, 847, d,;
1, 13, 209, j,;
1, 13, 784, k,;
1, 14, 317, l,;
1, 14, 634, l,;
1, 14, 939, l,;
1, 15, 297, k,;
1, 15, 532, k,;
1, 15, 846, l,;
1, 16, 102, l,;
1, 16, 387, k,;
1, 16, 668, k,;
1, 17, 40, k,;
1, 17, 376, k,;
1, 17, 608, d,;
1, 17, 908, d,;
1, 18, 213, d,;
1, 18, 518, s,;
1, 18, 820, s,;
1, 19, 200, j,;
1, 19, 815, j,;
1, 20, 528, k,;
1, 21, 156, a,;
1, 21, 769, a,;
1, 22, 501, l,;
1, 22, 756, a,;
1, 23, 60, d,;
1, 23, 362, s,;
1, 24, 75, d,;
1, 24, 972, d,;
1, 25, 649, d,;
1, 26, 301, j,;
1, 26, 887, j,;
1, 27, 739, l,;
1, 28, 301, k,;
1, 29, 9, l,;
1, 29, 663, k,;
1, 30, 343, a,;
1, 30, 868, s,;
1, 31, 80, d,;
1, 31, 599, j,;
1, 31, 769, k,;
1, 32, 147, l,;
1, 32, 905, a,;
1, 33, 544, s,;
1, 34, 147, d,;
1, 34, 349, j,;
1, 34, 767, k,;
1, 35, 524, l,;
1, 36, 169, l,;
1, 36, 773, l,;
1, 37, 346, l,;
1, 38, 106, a,;
1, 38, 742, s,;
1, 39, 316, d,;
1, 39, 525, j,;
1, 39, 808, k,;
1, 40, 35, l,;
1, 40, 687, a,;
1, 40, 701, j,;
1, 40, 969, k,;
1, 40, 969, s,;
1, 41, 277, d,;
1, 41, 283, l,;
1, 41, 552, a,;
1, 41, 562, j,;
1, 41, 836, k,;
1, 41, 867, s,;
1, 42, 151, l,;
1, 42, 158, d,;
1, 42, 459, a,;
1, 42, 490, k,;
1, 43, 246, a,;
1, 43, 247, k,;
1, 43, 824, a,;
1, 43, 833, j,;
1, 44, 429, a,;
1, 44, 454, j,;
1, 45, 151, j,;
1, 45, 162, a,;
1, 46, 168, l,;
1, 46, 478, k,;
